"min_ma","max_ma","r_number","name","formation","system","series","intervall","time_slice","reliabilit","subsurface","type","thickness","m_thick","width","m_width","extension","m_ext","ext_belt","belonging","tropical","environmen","subenviron","bathymetry","biota_main","biota_sec","biota_deta","alg_type","p_lmc","p_arag","p_hmc","upwell","control","diversity","m_spec","guild","macro_bor","micro_bor","vert_zonat","hor_zonat","micrite","sparite","debris","dolomite","reservoir","ref1","ref2","remarks","country","latit","longit","collection","pal_lat_m","pal_long_m","pal_lat_scotese","pal_long_scotese"
"208.50","228.00","1","Tilkideligi Tepe","","Triassic","Upper Triassic","lower Norian","18","3","0","1","2","","","","2","","100","","0","2","2a","2","6","4","8","","0","100","0","0","0","2","7","2","","1","","","2","2","3","0","0","91","1377","Thallophytes microborings.","Turkey","37.0333","30.3833","38048","5.21276444499","27.4270265634","8.87947","21.7674"
"228.00","230.00","2","Hydra","Pantokrator Limestone","Triassic","Upper Triassic","upper Carnian","18","2","0","1","3","","","","4","","9","","0","1","","1","1","6","3","","0","80","20","0","0","3","41","1","1","1","3","","2","2","2","0","0","33","218","Predominantly late Carnian (Tuvalian, but covers late Carnian to early Norian and continues into late Norain and Rhaetian. From Flügel pers. comm.The Late Carnian to Early Norian part of the reef sequence consists of (a) biodetrital limestones with Tubiphytes and internal breccias, overlain by (b) a high-diverse coral-sponge reef limestones, followed by (c) sponge-coral reef limestones, (d) a breccia horizont, and (e) a coral reef limestone with dendroid corals (Retiophyllia) and abundant solenoporacean red algae. Diversity is high in the intervals b and c but decreases in interval e. Common fossils are sphinctozoids, inozoids and chaetetids (Senowbari-Daryan and Schäfer, 1983), corals (Turnsek and Senowbari-Daryan, 1994), algae (Schäfer and Senowbari-Daryan, 1982, Angiolini and others, 1992), microproblematica and foraminifera. Sphinctozoid sponges and scleractinian corals correspond to taxa known from Carnian reefs of the Alps. In contrast to the Alpine Carnian localities, corals seem to be more abundant in Hydra.","Greece","37.3833","23.6333","38018","1.80492093455","20.9315359348","7.32517","20.2917"
"0.00","0.00","3","Shiraho, W-Pacific","","Quarternary","Holocene","Holocene","34","3","0","1","","","","","3","","25","","0","2","2b","1","1","2","1","1","0","70","30","0","0","3","","1","","","","","","","2","0","0","10","0","","Pacific","24.3333","124.25","","24.3333","124.25","24.3795","124.163"
"227.00","237.00","4","Aksu-Terziler area","","Triassic","Upper Triassic","Tuvalian","17","3","0","1","2","","","","2","","100","1","0","2","2a","2","6","4","8","","0","100","0","0","0","3","24","2","","1","","","2","1","3","0","0","91","1377","Cipit boulders 'composed' of four different facieszones: in the same frequency bafflestones (in some parts framestone) and wackestones, while pelsparite grainstones and oncoidal grainstones rarely occur. Tuvalian 1-2. Bafflestones with sphinctozoans, inozoans, chaetetids, cerioid corals solenoporacean, porostromata and chaetetid crusts.","Turkey","37.8","31.0333","60649","0.728913373589","27.1457367653","-0.309389","26.3043"
"201.30","204.00","5","Adnet, Salzburg","","Triassic","Upper Triassic","upper Rhaetian","18","3","0","1","3","","","","3","","1","","0","2","2a","1","1","6","3","","0","100","0","0","1","3","45","2","1","1","2","2","2","2","2","0","0","11","49","The Upper Rhaetian coral limestone of Adnet, southeast of Salzburg, Austria has been repeatedly referred to as one of the most spectacular examples of an ancient 'autochthonous' coral reef structure. The 'Tropfbruch' quarry is probably the best outcrop for interpreting the distributional patterns of biotic successions and communities of a late Triassic patch reef. Our study is based on the interpretation of a) outcrop photographs, b) reef maps resulting from quadrat transects, and c) the analysis of quantitative data describing the distribution and frequency of reef organisms and sediment. A new methodological approach (combination of reef mapping and photo-transects) is used to obtain quantitative field data which can be compared in greater detail with data from modern coral reefs investigated by corresponding quantitative surveys.  Three unconformities and three well-defined 'reef growth stages' reflecting the vertical and lateral development of the reef structure were differentiated using transects:  Stage 1, representing the reef growth optimum, is characterized by laterally differentiated coral reef knobs with corals in growth position. Criteria supporting this interpretation are the extraordinary size of the corals, their preservation in situ and the great thickness of this interval. The massive coral Pamiroseris grew under higher energy conditions at the rim of the reef knob, whereas branching Retiophyllia colonies preferred less agitated water in the center. Vertical changes are reflected by an increase in frequency of the dasycladacean alga Diplopora adnetensis and by the decreasing size of Retiophyllia. These sedimentological and biological criteria together with the unconformity above indicate a fall in the sea level as a major control mechanism.  Stage 2, separated from stage 3 by an unconformity caused by partial subaerial exposure and karstification, is characterized by vertically stacked coral successions with diverse reef debris. Facies heterogeneity is reflected by differences in the diversity, taphonomy and packing density of reef-building organisms as well as by differences in sediment input from the platform. Water depths and accommodation space were lower, therefore minor sea level fluctuations had a stronger effect on the biotic composition. The high percentage of coral debris and corals reworked by storms and the increase in the input of platform sediment led to a reduction of reef growth.  Stage 3, again separated at the base by an unconformity associated with karstification, is characterized by bioclastic sediments with isolated reefbuilders forming a level-bottom community. The distribution of different coral morphotypes suggests that sea level fluctuations were not the only controlling factor. Variations in the substrate were caused by differences in the input of platform sediment.  The vertical changes in reef community structures correspond to a sequence of 'allogenic replacements', because the change from one community to another is the result of extrinsic environmental factors (short-term subaerial exposure of parts of the reef structure and renewed flooding). Our new data provide no support for the model of ecological reef successions to the Adnet reef. The three-step development seen in Adnet documents the response of low-diverse coral associations to variations caused by small-scale sea level changes, storm activity and sedimentation.  The distribution of communities as well as the vertical development of the Adnet reef structure offer no general model of Alpine Upper Rhaetian reefs, because of the particular setting of the patch reef (platform reef surrounded by calcareous sands). Only the 'capping beds' of the Upper Rhaetian Reef Limestone of the Steinplatte exhibit criteria similar to Adnet (high coverage of spatially separated Retiophyllia A and Retiophyllia B communities, strong inpact of freshwater dissolution pointing to subaerial exposure and small-scale karstification).  Potential modern analogues of features seen in the coral communities of Adnet are the internal structure of the Retiophyllia thickets, the key role of branching corals within the communities, the scattered distribution and low and even diversity of corals subsequent to breaks in settlement, segration patterns of corals indicating 'contact avoidance', toppling of large coral colonies by intensive boring, and decreasing coral coverage from deeper and sheltered settings to more shallower water depths.","Austria","47.7","13.1667","22963","29.8636407331","24.0155922233","32.6069","16.4294"
"201.30","208.50","6","Rötelwand","","Triassic","Upper Triassic","Rhaetian","18","3","0","1","3","","","","4","","15","","0","1","1b","1","1","6","3","","0","100","0","0","0","3","54","2","1","1","","","2","1","2","0","0","11","49","Additionally encrusting algae (solenoporaceans) and forams important. Hexcorals and spongiomorphs about equally important. Radiolarians in underlying mudstones suggest slope deposition to me. Plenty of siliclastic input.","Austria","47.7","13.1833","36815","29.0064896519","22.9845268547","32.4826","15.5517"
"201.30","208.50","7","Rio Blanco","","Triassic","Upper Triassic","Rhaetian","18","2","0","2","2","","","","2","","","","0","3","","2","8","8","76","","80","20","0","0","0","1","2","4","","","","","3","2","1","0","0","13","0","","Spain","37.325","-3.4333","67734","21.7241741366","12.0665468454","24.7231","0.828875"
"228.00","230.00","8","Anxian, Sichuan","Hanwang","Triassic","Upper Triassic","upper Carnian","18","3","0","2","2","60","","","3","","25","","0","1","1e","2","11","8","43","","70","30","0","0","0","2","","2","","","2","3","3","1","1","0","0","14","71","Diverse siliceous sponges. Some encrusting serpulids. 100 x 60m. No microbial crusts. 10-40 % fossils (locally 70 %).","China","31.6167","104.4333","25405","44.4731528493","112.921002826","29.1875","90.9345"
"208.50","214.00","9","Grimming","","Triassic","Upper Triassic","upper Norian","18","3","0","1","3","","","","4","","200","","0","2","2a","1","6","1","3","2","0","100","0","0","0","3","30","1","1","1","","","1","2","3","0","0","6","15","No detailed descriptions available","Austria","47.5833","14.25","170644","25.8777680422","20.8596955894","28.8474","16.8181"
"208.50","228.00","10","Lime Peak, Yukon","Aksala","Triassic","Upper Triassic","Norian","18","2","0","1","3","150","3","1000","4","3000","","","0","1","","1","6","1","3","","0","100","0","0","0","3","22","3","","","","","2","2","2","0","0","16","57","Stikinia terrane. Hankock member. Abstract of ref. 1404: An Upper Triassic reef complex, formed in the convergent margin of the Stikine Terrane, is well exposed at Lime Peak, in the southern Yokon. It consists of superimposed patch reefs and bedded inter-reef limestone and is  surrounded by volcaniclastic rocks. The reefs are up to 150 m thick and are composed of variable proportions of sponge-coral framework and skeletal sediment. They are the first Tethyan-type sponge reefs recognized in North America. The inter-reef limestones include thick-bedded accumulations of locally derived organisms, and thin-bedded deposits of reef-derived debris. The Lime Peak fossils are a mixture of those with Tethyan affinities, North American endemics, and new forms, possibly reflecting the origin of Stikinia between the Tethys and cratonic North America.","Canada","61.0611","-134.8736","38033","45.9544864903","-47.3063778189","27.3014","-73.4842"
"208.50","228.00","11","Sarmeika reef, Argolis","Pantokrator","Triassic","Upper Triassic","Norian","18","2","0","1","3","","","","4","","10","","0","2","2b","1","6","1","3","","0","100","0","0","0","2","7","1","1","1","","","1","2","3","0","0","17","247","Ref 17 suggested a Carnian age Ref 247 Norian/Rhaetian Norian according to Flügel (2002). Calcisponges, sclerosponges, corals and solenoporaceans as main reef builders. Spongiostromata crusts important for stabilisation.","Greece","37.6333","23.0833","24310","6.75526942422","22.5386626051","13.4597","17.9499"
"201.30","204.00","12","Feichtenstein","","Triassic","Upper Triassic","upper Rhaetian","18","3","0","1","3","","","","3","","3","","0","1","1b","1","1","6","3","","0","100","0","0","0","3","52","2","1","1","","","2","2","1","0","0","18","49","","Austria","47.7069","13.2972","36801","29.8301273656","24.1095201142","32.5632","16.5202"
"201.30","204.00","13","Gruber","","Triassic","Upper Triassic","upper Rhaetian","18","3","0","2","3","","","","2","","","","0","1","1b","2","1","6","3","","0","100","0","0","0","3","62","2","1","1","","","2","2","1","0","0","18","49","","Austria","47.6861","13.3039","36807","29.8095305887","24.1033401003","32.5434","16.5107"
"201.30","208.50","14","Wombat Plateau,  offshore Australia, Indian Ocean","","Triassic","Upper Triassic","Rhaetian","18","2","1","2","2","","","","4","","25","","0","2","2b","1","1","6","3","","0","100","0","0","0","2","","2","","1","","","2","1","2","0","0","20","69","","Indian Ocean","-16.8333","115.8333","36912","-42.7401319206","75.7108220549","-23.2476","70.8606"
"237.00","242.00","15","Mahlknecht","","Triassic","Middle Triassic","upper Ladinian","17","3","0","2","2","","","","2","","","","0","3","3a","2","3","6","5","","0","100","0","0","0","2","","3","","1","","","2","3","1","0","0","21","0","Stratigraphy: Upper Longobardian","Italy","46.5","11.3667","67723","10.8437350139","23.0385131365","7.90845","22.1236"
"201.30","204.00","16","Wilde Kirche+Tegernsee","","Triassic","Upper Triassic","upper Rhaetian","18","3","0","1","2","","3","","4","","15","","0","1","1a","1","1","6","3","","0","100","0","0","0","2","","2","1","1","2","3","2","2","3","0","0","22","1763","","Austria","47.4333","11.7167","67807","24.6513087407","29.2671041065","32.9408","15.2906"
"208.50","214.00","17","Aflenz, Hochschwab","","Triassic","Upper Triassic","upper Norian","18","2","0","1","1","","","","1","","200","","0","3","3a","1","1","6","3","","0","100","0","0","0","2","17","2","","","","","2","1","2","0","0","23","2370","Abundance of micrite and cement uncertain. Age not well defined","Austria","47.6167","15.1333","36450","25.6755553534","21.482937612","28.5504","17.4079"
"237.00","242.00","18","Celje","","Triassic","Middle Triassic","Ladinian","17","2","0","2","2","80","","","3","","50","","0","4","4a","","6","1","3","","0","100","0","0","0","1","","","","","","","","","","0","0","24","0","","Slovenia","46.25","15.2667","36534","8.55589187104","25.091444435","6.1949","24.2289"
"208.50","228.00","19","Pokljuka","","Triassic","Upper Triassic","middle/upper Norian","18","3","0","1","3","","","","4","","50","","0","2","","1","1","6","3","","0","100","0","0","0","2","20","2","","","","","","","3","0","0","24","0","Halobian pockets within reef facies includes Pokljuka, Jelovica/Ratitovec and Bohinjska Bistrica reefs","Slovenia","46.4","14.0333","36564","15.6171547344","23.1006475841","24.4212","16.6255"
"233.00","235.00","20","Hudajuzna and Cerkno area","","Triassic","Upper Triassic","early Carnian","17","2","0","2","2","","","","3","","20","","0","1","1b","2","6","1","3","","0","100","0","0","0","3","26","2","","","","","2","","2","0","0","24","27","Bathymetry problematic. Quiet-water reef mounds Ladinian to Cordovolian Hudajuzna is Carnian according to Flügel (2002) and PBDB.","Slovenia","46.1833","13.7667","36558","9.78065466475","21.7591933852","11.7787","21.1428"
"208.50","214.00","21","Hohe Wand","Dachstein","Triassic","Upper Triassic","Sevatian","18","3","0","2","2","","4","","4","","200","9","0","3","","2","6","3","5","","0","100","0","0","0","3","","2","","1","","","2","2","2","0","0","28","40","Dullo reference should be removed","Austria","47.8167","16.25","170674","25.5714007541","22.3374349476","28.3132","18.2499"
"237.00","242.00","22","Alichur, Pamir","","Triassic","Middle Triassic","late Ladinian","17","2","0","1","1","","","","2","","20","","0","2","","","1","6","3","","0","100","0","0","0","2","8","","","","","","","","","0","0","29","131","Was Ladinian/Carnian.
Ladinian in PBDB","Tajikistan","37.5833","73.3333","36694","4.57219319187","75.5633539667","6.02228","54.6735"
"208.50","228.00","23","Schaimak, Pamir","Shaimak","Triassic","Upper Triassic","lower Norian","18","3","0","1","3","250","3","","4","","120","","0","2","","2","1","6","3","","0","100","0","0","0","2","22","2","","","","","2","","1","1","0","30","31","No reefal debris according to authors.
However, bioclastic limestones were included in reef facies.
Shaimak 40-200 m thick, 500 m in places","Tajikistan","37.5","74.5","34646","15.9725414617","80.2816824034","30.0306","54.4982"
"208.50","214.00","24","Schachtessai, Pamir","Bortepa","Triassic","Upper Triassic","Sevatian","18","3","0","2","2","","","","2","","20","","0","1","","1","6","1","3","","0","100","0","0","0","3","29","","","","","","","","2","0","0","30","31","Upper Sevatian
Includes data from Dzhilgakochusu reef","Tajikistan","37.3333","74.6667","34647","18.1019256513","85.2279602158","33.296","57.2672"
"201.30","208.50","25","Mala Fatra","","Triassic","Upper Triassic","Rhaetian","18","2","0","4","1","","","","2","","10","","0","1","","1","1","1","","","0","100","0","0","0","1","5","2","1","","","","3","1","1","0","0","32","2613","","Slovakia","49.1667","18.8333","42541","28.7500193915","27.5711427422","29.7007","22.0867"
"208.50","214.00","26","Panormide, Sicily","","Triassic","Upper Triassic","upper Norian","18","3","0","1","3","","","","4","","100","","0","2","2b","2","6","4","8","","0","100","0","0","0","3","40","1","1","1","","","1","2","1","1","0","34","149","","Italy","38.1333","13.3833","36454","14.4443608949","18.0155399037","21.1865","10.6646"
"233.00","235.00","27","Monti Cadini, Dolomites","Cassian","Triassic","Upper Triassic","lower Carnian","17","3","0","3","1","","","","2","","2","","0","3","3a","2","3","6","5","","0","100","0","0","0","2","","3","","","","","2","2","1","0","0","35","68","Some of the best examples of cryptalgal
patch reefs intercalated in well
bedded arenitic limestones of the uppermost
Cassian Formation can be studied along
the southern slope of the Cadini Mountains
about 400 m WNW of Forcella Maraia.","Italy","46.5833","12.25","170920","10.7551602754","21.1979672105","11.7788","20.8909"
"208.50","214.00","28","Gosaukamm","Dachstein","Triassic","Upper Triassic","upper Norian","18","3","0","1","3","","4","","4","","200","9","0","2","2a","1","6","1","3","","0","100","0","0","0","3","41","1","1","1","3","3","1","2","3","0","0","36","2370","Collection only contains solitary corals","Austria","47.4833","13.6","38148","25.9598711745","20.3676515581","29.0054","16.3366"
"208.50","228.00","29","Spiti, Himalaya","Nimaloksa","Triassic","Upper Triassic","middle Norian","18","3","0","2","2","35","","","4","","100","","0","1","1a","1","1","6","10","","0","100","0","0","0","2","12","2","1","","2","","2","2","1","0","0","37","1306","Middle Norian
solitary corals dominant.
Corals>sphinctozoans>chaetetids

Part of abstract from 1306.
The Nimaloksa Fm. documents progradation of a carbonate ramp in the latest Camian (Lower Member), followed in the Early Norian by subtidal mixed carbonate/terrigenous sedimentation (Middle Member) and by platform carbonate deposits (Upper Member). Next, the major disconformity at the base of  the Alaror Group testifies to an extensional tectonic event, followed by rapid increase in quartzo-feldspathic detritus in the late Early Norian. Siliciclastic supply is reduced only during flooding stages, marked by oolitic ironstone or phosphatic condensed horizons ('Juvavites beds', 'Monotis shale'). Cleaner waters foster local development of knoll reefs around the Early/Middle Norian boundary ('Coral limestone'). Accumulation rates gradually begin to decrease before the close of the Triassic, when the 'Quartzite series' records a sharp regressive event, followed by renewed transgression at the base of the Kioto Group.","India","32.1","78.1667","36386","-34.6115267375","51.4577932841","-24.8587","48.0545"
"208.50","228.00","30","Hangrang, Kinnaur, Himalaya","Nimaloksa","Triassic","Upper Triassic","middle Norian","18","3","0","2","2","","","","2","","100","","0","1","1a","1","1","6","10","","0","100","0","0","0","2","","2","","","","","2","2","1","0","0","37","1306","See also reef 29.","India","31.8","78.5333","36388","-35.0390179913","51.3806389947","-25.2862","47.9847"
"237.00","242.00","31","Granada","","Triassic","Middle Triassic","Ladinian","17","2","0","2","2","","","","2","","","","0","2","2a","2","8","3","11","","80","20","0","0","0","1","","3","","","","","1","3","1","0","0","39","0","","Spain","37.1667","-3.5833","","7.24944551097","9.49578126743","2.59829","9.99759"
"208.50","214.00","32","Gesäuse","Dachstein","Triassic","Upper Triassic","upper Norian","18","3","0","1","3","","","","4","","200","","0","2","2a","1","6","1","3","","0","100","0","0","0","3","34","2","","1","","","2","2","2","0","0","41","0","The central reef facies (widespread in the Kalbling reef and Schildmauer reef) is defined by an autochthonous reef-framework (composed of corals,
calcisponges, algae, and many epizoans), which interfingers with quantitatively prevailing reef debris. The reef-framework consists of various biocoenoses (high growing corals, low growing corals, calcisponges, hydrozoa and bryozoa,
solenoporacean algae).","Austria","47.5833","14.4667","36516","25.8202640328","21.0090171662","28.7674","16.9577"
"208.50","228.00","33","Jebel Wasa south","Jebel Wasa","Triassic","Upper Triassic","Norian","18","2","0","1","3","","","","4","","6","","0","2","2b","1","6","4","3","1","0","100","0","0","0","2","17","2","1","1","","","2","2","3","0","0","818","187","Reef debris dominates with 72% floatstones and 28% rudstones. Some large reefal blocks.
Point counting results: 60% pharetronid sponges, 13% chaetetids, 13% dijectoporids/spongiomorphids,  8% corals, 4% solenoporaceans, 2% crinoids.","Oman","24.7","55.8667","24304","-17.5094084543","43.7128298156","-6.82581","42.3446"
"242.00","247.20","34","Lovere","Camorelli","Triassic","Middle Triassic","middle Anisian","17","3","0","2","3","","","","3","","","","0","2","2a","2","3","9","12","","0","0","100","0","0","1","","3","","1","","","1","2","1","0","0","43","0","Pelsonian to early Illyrian
Bindstones formed by Spongiostromata adn tubiphytes crusts. subordinate binding organisms are worms, prostromates and encrusting foraminifera. 
Widespread micritization.","Italy","45.8167","10.0667","67717","10.4438098041","24.1996253362","6.62279","22.6089"
"208.50","228.00","35","Jebel Kawr","Misfah","Triassic","Upper Triassic","Norian","18","2","0","1","2","50","","","3","","40","","0","2","2c","1","1","2","1","1","0","100","0","0","0","2","18","1","1","1","","","1","2","2","0","0","818","187","Solenopraceans probably more important than sponges.
Was Norian/Rhaetian.
Norian according to Flügel (2002)","Oman","23.1722","57.0583","24306","-19.2632124152","44.4153688771","-8.63871","43.1808"
"242.00","247.20","36","Olang","Recoaro - Upper Serla","Triassic","Middle Triassic","upper Anisian","17","3","0","2","2","","1","","2","","10","","0","2","2a","2","6","7","3","","30","70","0","0","0","2","18","2","1","1","2","","2","1","2","0","0","45","0","Late Pelsonian
Paleobiology data combined for two formations and several reefs

Reefs rarely in situ

Different types:
- mixed faunas
- Olangocoelia (main reef builder)
- bryozoans
- corals","Italy","46.75","11.9667","23570","9.95752207662","25.9473455462","6.59908","24.1161"
"237.00","242.00","37","Karwendel, Innsbruck","Wetterstein","Triassic","Middle Triassic","Ladinian","17","2","0","1","2","40","","","2","","2","","0","3","3a","2","6","1","3","","5","85","10","0","0","2","19","2","","","","2","3","2","2","0","0","46","2373","Up to 40 m thick patch reefs seaward of Wetterstein platform.
Framework composed of branching corals, sphinctozoans bound by microbial micrite, Tubiphytes, sessile forams, bryozoans and Ladinella.","Austria","47.3","11.4","38140","11.0600580138","23.7139268982","8.54778","22.6101"
"227.00","242.00","38","Hafelekar","","Triassic","Middle Triassic","Ladinian/Carnian","17","2","0","1","3","","","","4","","15","","0","2","","1","6","1","3","","0","100","0","0","0","2","","2","","1","","","1","2","3","0","0","46","1331","","Austria","47.3028","11.4","45428","11.6154606322","21.4473661616","13.1634","20.6356"
"227.00","237.00","39","Idrija","","Triassic","Upper Triassic","Cordevolian","17","3","0","2","3","","","","3","","10","","0","3","3a","2","1","3","1","","0","100","0","0","0","2","","1","","","","","2","1","1","0","0","48","321","Corals > spongiostromata crusts = sponges > algae > hydrozoa as reef builders.
Cordevolian","Slovenia","46.1667","13.9167","","9.97473809106","20.9392047963","13.5543","20.4318"
"201.30","204.00","40","Fischerwiese, Steinplatte","Zlambach Beds","Triassic","Upper Triassic","upper Rhaetian","18","3","0","4","1","","","","2","","2","","0","2","2a","1","1","1","2","","0","100","0","0","0","3","51","2","1","1","","","2","2","2","0","0","50","51","Capping facies of Steinplatte:
Fisher's coral garden","Austria","47.6","12.5667","38141","24.3388652727","29.827136996","32.7523","15.9659"
"233.00","235.00","41","Richthofen","Cassian Dolomite","Triassic","Upper Triassic","lower Carnian","17","3","0","2","3","","","","3","","12","","0","2","","1","6","1","3","","0","100","0","0","0","3","","2","","","","","2","1","2","2","0","52","68","MOJSISOVICS (1879: 248) was the first to describe the so-called Richthofen Reef which,
due to its typical wedging out into marly
Cassian basinal deposits, has become the
classical example of the 'dolomitic reefs'
of South Tyrol. Overall dolomitization
has largely obliterated its sedimentary
structures and faunal content so that it
cannot be decided whether transported reef
organisms in Cassian basinal sediments
are derived from this and larger buildups
of Cassian Dolomite,","Italy","46.5333","11.9667","","11.2338019803","20.9030014","11.8502","20.6987"
"227.00","242.00","42","Monte Caramolo","Calcari","Triassic","Middle Triassic","Ladinian/Carnian","17","2","0","1","3","","","","4","","11","","0","2","2a","1","6","3","5","","0","90","10","0","0","2","14","3","","","","","1","3","2","0","0","53","0","8 species of pharetronid sponges, spongiomorphids, microbial crusts, Tubiphytes and some microproblematica..","Italy","39.8","16.1167","25260","6.30705701099","20.2033294448","5.03422","19.2646"
"201.30","208.50","43","Malajon, Palawan","Coron","Triassic","Upper Triassic","Rhaetian","18","2","0","1","2","40","2","","3","","15","","0","2","2b","1","1","6","3","","0","100","0","0","1","2","9","2","","1","","","2","2","3","0","0","54","253","Microfacies poorly preserved.
Most probably Rhaetian (Kiessling and Flügel 2000).","Philippines","12.15","119.8167","24144","27.5331441198","139.111118739","33.2683","116.607"
"208.50","214.00","44","Hochkönig","Dachstein","Triassic","Upper Triassic","upper Norian","18","2","0","1","3","","4","","4","","200","9","0","2","2a","1","1","6","3","","0","100","0","0","0","3","27","2","1","1","","","2","2","3","0","0","55","2370","A platform margin reef complex of exceptional thickness. The central reef area consists of relatively widely spaced small patch reefs that did
not develop wave-resistant reef framework structures. The bulk of the sediment in the central reef area is coarse bioclastic material, provided by the dense growth of reef organisms and the wave-induced disintegration of patch reefs.","Austria","47.45","13.0667","25261","20.7146083578","26.2999962387","29.1772","15.9719"
"208.50","228.00","45","Kotel, Luda-Kamcia","Kotel","Triassic","Upper Triassic","Norian","18","2","0","","","","","","","","","","0","2","2b","","1","6","3","","10","90","0","0","0","2","17","2","","","","","","","","0","0","1494","0","Reef limestone in olistolites.
Coral (11 species), bryozoans and sponges. 17 species in total","Bulgaria","42.9","26.5","","29.5821876033","36.0276523687","14.5097","24.2988"
"208.50","228.00","46","Pilot Mountains I, Nevada","Luning","Triassic","Upper Triassic","lower Norian","18","2","0","4","1","","","","2","","","","0","4","4a","1","6","1","3","","0","100","0","0","0","2","","2","","","","","3","1","1","0","0","57","63","Dated by Kriistan-Tollmann and Tollmann as lower Norian.
Garfield Hills locality.
Previously thought to be of deep water origin, but microatolls indicate coral growth to sea level (Stanley, 2005).","United States","38.4083","-118.0167","45520","21.1283899894","-50.5246367287","12.8399","-55.2316"
"228.00","230.00","47","Lake Shasta, California","Hosselkus Limestone","Triassic","Upper Triassic","upper Carnian","18","3","0","4","1","","","","2","","","","0","1","1b","1","1","4","10","","0","100","0","0","0","2","13","2","1","1","","","3","1","1","0","0","57","63","Stratigraphy first from Flügel (2002) as lower Norian. The corrections is from Andrea Fucelli, 2021 (upper Carnian). 
Coordinates estimated from the map from 1th (original) paper.
Bivalve borings.","United States","40.6","-122.05","33354","24.6023763438","-52.876607809","15.5912","-58.3598"
"208.50","228.00","48","Summit Peak, N-Wallowa Mountains, Oregon","Martin Bridge","Triassic","Upper Triassic","lower Norian","18","2","0","1","3","180","2","75","2","","","","0","3","3a","1","3","1","3","1","0","100","0","0","0","2","23","3","1","1","2","2","1","1","2","0","0","1150","63","Early Norian. Dachstein-type reef according to G. Stanley (coral-calcareous sponge reef mound)
RCM Edit May 2015: Updated with semi-quantitative data from Martindale et al 2012. This changes the patch reefs from coral-sponge reef mounds to microbial-coral or microbial-red algal true reefs. Several of the patch reefs show subtle vertical and horizontal zonation of the diminutive framework builders although due to the small size of the framework builders, this is difficult to see in outcrop. Summit Point reefs are multiple stacked patch reefs, roughly 5-60m thick with skeletal and oncoidal wackestones to floatstones (oncoids, ooids, and intraclasts or skeletal debris) between reef buildups.","United States","45.5","-117.5167","38063","27.3822359732","-46.8314088831","19.7899","-53.7103"
"208.50","228.00","49","South Vancouver, British Columbia","Sutton Limestone","Triassic","Upper Triassic","Norian","18","2","0","4","1","","","","2","","","","0","1","1a","1","1","1","2","","0","100","0","0","0","2","6","2","","","","","3","1","1","0","0","57","63","Wrangellia terrane
Collection is from Coral zone, Cowichan Lake, Vancouver Island","Canada","48.8569","-124.2319","45379","35.0424860075","-91.653346093","-6.2783","-66.0372"
"208.50","228.00","50","Gravina Island, Alaska","Nehenta","Triassic","Upper Triassic","lower Norian","18","3","0","4","1","","","","2","","","","0","1","","1","1","1","2","","0","100","0","0","0","2","20","2","","","","","3","1","1","0","0","57","63","","United States","55.3333","-131.75","33424","41.2311631744","-97.9977830404","21.9169","-69.6056"
"208.50","228.00","51","North Vancouver","","Triassic","Upper Triassic","Norian","18","2","0","2","2","","","","2","","","","0","1","","1","1","1","2","","0","100","0","0","0","1","","2","","","","","3","1","2","0","0","57","63","","Canada","50.5","-127.6333","172167","36.5310833436","-94.4984764784","-4.80998","-68.3689"
"208.50","228.00","52","Iliamna, Alaska","","Triassic","Upper Triassic","Norian","18","2","0","2","2","","","","2","","","","0","4","","2","6","1","3","","0","100","0","0","0","2","10","2","","","","","3","1","1","0","0","57","63","Depth estimated to be some 200 m according to 423.","United States","59.5","-155.5","33407","58.0869677103","-52.4106831213","5.47097","-80.9865"
"237.00","242.00","53","Uffenheim","","Triassic","Middle Triassic","Ladinian","17","2","0","1","1","","","","1","","","","0","1","1c","1","15","15","74","","30","70","0","0","0","1","","3","1","1","","","2","1","1","0","0","58","0","Placunopsis bioherm.","Germany","49.5489","10.2261","67651","22.8289617968","22.135246208","16.3277","17.6754"
"237.00","242.00","54","Marktbreit","","Triassic","Middle Triassic","Ladinian","17","2","0","1","1","","","","1","","","","0","1","1c","1","15","15","74","","30","70","0","0","0","1","","3","1","1","","","2","1","1","0","0","58","0","Placunopsis bioherm","Germany","49.6703","10.1433","67650","22.9010716399","22.0143126519","16.413","17.5694"
"237.00","242.00","55","Enslingen","","Triassic","Middle Triassic","Ladinian","17","2","0","1","1","","","","1","","1","","0","1","1c","1","15","15","74","","30","70","0","0","0","1","","3","1","1","","","2","1","1","0","0","58","0","Placunopsis bioherm","Germany","49.1167","9.75","67649","22.2974780759","22.1091914467","15.8032","17.5826"
"237.00","242.00","56","La Riba","","Triassic","Middle Triassic","upper Ladinian","17","3","0","3","2","","3","","4","2000","20","","0","3","3a","1","1","6","3","","0","100","0","0","0","2","","2","","","2","2","3","2","2","1","0","59","251","Langobardian
Mud mounds with reefal caps
Individual mounds up to 2 km in length.","Spain","41.2833","1.1667","73813","9.79596771028","14.4479771923","5.48093","14.7169"
