"min_ma","max_ma","r_number","name","formation","system","series","intervall","time_slice","reliabilit","subsurface","type","thickness","m_thick","width","m_width","extension","m_ext","ext_belt","belonging","tropical","environmen","subenviron","bathymetry","biota_main","biota_sec","biota_deta","alg_type","p_lmc","p_arag","p_hmc","upwell","control","diversity","m_spec","guild","macro_bor","micro_bor","vert_zonat","hor_zonat","micrite","sparite","debris","dolomite","reservoir","ref1","ref2","remarks","country","latit","longit","collection","pal_lat_m","pal_long_m","pal_lat_scotese","pal_long_scotese"
"443.40","445.20","2502","Anzhar River, Balkhash, Kazachstan","Chokpar","Ordovician","Upper Ordovician","Hirnantian","5","3","0","","","","","","","","","","0","0","","","1","14","","","100","0","0","0","0","","","","","","","","","","","0","0","1666","0","Tabulate corals and brachiopods.","Kazakhstan","45","76","80656","-2.87117468742","25.0827821169","1.31508","57.42"
"445.20","467.30","2503","Sortan-Manai, Betpak-Dala, Kazachstan","Anderken","Ordovician","Upper Ordovician","Caradocian-Ashgillian","5","1","0","3","2","68","","","4","","8","","0","2","","","2","3","15","2","0","100","0","0","0","1","","3","","","2","","3","1","","0","0","1839","1662","Microbial mudmound reef tract with dasyclad green algae.
Island arc carbonate sequence.
Mound core lense-like bodies of massive micritic limestone with numerous remains of dasyclad algae. No stromatactis. Flank beds with nodular algal limestone and some tabulate corals

From Copper
a late Caradoc, possibly  also (?) Ashgill microbial mudmound reef tract from the Anderken Fm., with dasyclad green algae, is described (Nikitin, 1973; Nikitin et al., 1974; Nikitin et al, 1996). One reef is c.150m thick and about1500m across. Such reefs have physical similarities with those of the Boda Limestone of Sweden. The age of some of these mounds is not firmly established for some of the Caradoc mounds may be partly of Ashgill age. The Betpak-Dala locality  is the central part of the arcuate Ordovician reef tract, with a southern extension for 600km to southern Kazakhstan,  at the northern Tyan Shan range (Chon-Kemi River, N of Issuk-Kul Lake, near Alma-Ata). The other half reaches north to Stepnyak in northern Kazakhstan, W of the Irtysh River: total length of this island arc carbonate sequence is over 1500km (Zadoroshnaya & Nikitin, 1990)","Kazakhstan","46.7111","70.0639","80173","-19.0396175185","29.4841490861","-8.02568","54.8114"
"451.00","458.00","2504","Chon-Kemi River, Chu-Ili Range, Alma-Ata","Anderken","Ordovician","Upper Ordovician","Caradocian","5","2","0","3","2","60","","","4","1300","","2503","0","0","","","2","3","15","2","0","100","0","0","0","","","3","","","","","","","2","0","0","1667","1662","See reef 2503.
Usually small, reef complexes up to 10 m and 60-80 m in extremes. Up to 1.3 km across.
Microbes Girvanella and Renalcis common.
Abundant algae Contexta, Mastopora, Vermiporella, Palaeoporella, Coelosphaeridium, Apidium.
Rare corals","Kazakhstan","43.8333","75.5","80177","-13.1226853004","30.3415734403","-4.31333","58.616"
"451.00","453.00","2505","Stepnyak, Kazachstan","Mailisor","Ordovician","Upper Ordovician","late Caradocian","5","3","0","3","3","150","4","1500","4","15000","100","","0","2","2c","","3","2","15","2","0","100","0","0","0","","","3","","","","","","","2","0","0","1668","1662","See reef 2503.","Kazakhstan","52.8333","70.75","","-15.4522273383","19.8515207234","-3.44711","49.008"
"445.20","451.00","2506","Mailisor Lake, Kazachstan","","Ordovician","Upper Ordovician","Ashgillian","5","2","0","1","3","","","","4","","18","","0","2","2c","1","3","7","19","","100","0","0","0","0","","","3","","","","3","","","2","0","0","1669","1668","Position doubtful.
Atoll structure.
Calcimicrobial rim with bryozoans, brachiopods, coral.
Biostromal 'algae' in the lagoon.","Kazakhstan","52.5","65.6667","","-14.550711788","18.7209254958","-4.40053","48.0918"
"458.40","467.30","2507","Lake Alakol, Kazachstan","Uzunbulak","Ordovician","","Darriwilian-Caradocian","5","1","0","3","2","50","","","4","1000","","","0","0","","","3","3","","","","","","0","0","1","","3","","","","","","","","0","0","1668","1662","Reef complexes up to 50 m thick and 1 km across, smaller
1-1.5 m thick microbial patch reefs at periphery
Some larger reefs may be present.","Kazakhstan","46","81.25","","-16.1611725272","33.5502044173","-3.95474","57.542"
"445.20","450.00","2508","Northern Chingiz Range","","Ordovician","Upper Ordovician","upper Ashgillian","5","3","0","","3","150","","","4","","20","","0","0","","","","","","","","","","0","0","","","","","","","","","","","0","0","1668","1662","Possibly Hirnantian.
150 m thick reef succession.","Kazakhstan","48.8333","79","","-5.13617767314","21.1353209217","2.66555","54.2683"
"445.20","451.00","2509","S Tarbagatai Range","","Ordovician","Upper Ordovician","Ashgillian","5","2","0","","","","","","4","","20","","0","0","","","","","","","","","","0","0","","","","","","","","","","","0","0","1670","1662","Suite of Ashgillian patch reefs.","Kazakhstan","47","82.75","","-2.77821722331","22.3015735415","4.47871","56.5993"
"458.40","467.30","2510","Selennyakh Range, Indigirkar River","Taryn-Yuyakhsk","Ordovician","","Darriwilian-Caradocian","5","2","0","1","1","","","","4","","","","0","0","","","3","1","9","","100","0","0","0","0","","","","","","","","","","","0","0","1671","1662","Several km long biohermal massifs with 'algae' and tabulates.","Russia","67.5","141.8333","","7.65425903248","-65.3971769192","2.3395","-6.38795"
"445.20","453.00","2511","Dongzhuang, Liquan, Shaanxi","Beiguoshan","Ordovician","Upper Ordovician","Katian","5","2","0","2","2","30","","","3","","150","","0","2","2b","1","2","3","15","4","0","100","0","0","0","2","12","2","","","2","2","","","2","0","1","1911","1912","Late Caradoc early Ashgill algal reef mounds.

11 identified reef building genera

Also Webby, pers. comm.:
The 80-m thick reef-bearing interval at Dongzhuang comprises six superposed reefs, the lower, a  large, 30 m-high, wedge-shaped shelf-edge reef, bounded top and bottom by massively bedded, calcarenitic, bank-type deposits, and dominated by 'algal' constituents (Solenopora, Palaeoporella, Ajakmalajsoria), and cyanophytes (Hedstroemia, Girvanella) that contributed mainly a bafflestone facies. Basin-facing, outer flanks of this reef show wedge-shaped talus, up to 30 m thick, with clasts up to 80 mm across.  

The rest of the reefal series comprises back-stepping, partially stacked, patch reefs, dominantly of coral, stromatoporoid and stromatolitic contributors. They have an overall thickness of 40 m and a width of more than 100 m. Corals include rugosan Favistina, and tabulates Paleofavosites, Syringoporella and Halysites. The stromatoporoids are Ecclimadictyon and Clathrodictyon, characteristically sheet-like to more massive. The flanking bioclastic limestones include clasts with pelmatozoan debris, brachiopod fragments, gastropods, bryozoans and 'algae'. All these reefs, except the first which is small (2 m high) and stromatolitic, include corals and stromatoporoids, and they are 3 to 4 m high, with flanking (and enveloping) rudstones. The series appears to represent a shelf-edge complex with back-stepping, asymmetrical form, between a thick rudstone blanket on-shelf, and a narrow rudstone halo to the deeper transgressing shales of slope and basin.","China","34.5","108.8333","","37.6924748534","92.0176068894","-26.0816","122.547"
"433.40","443.40","2512","Erementau-Chuilisk massif, Kazakhstan","Akkerme","Silurian","","Llandovery","6","2","0","","3","400","","","","","","","0","0","","","4","1","9","","40","0","60","0","0","","","","","","","","","","2","0","0","1672","0","400 m thick reef complex overlain by reefal conglomerates.
Rugose corals and stromatoporoids.","Kazakhstan","44.5","74.5","","2.3116966134","25.8512373077","3.86486","52.6467"
"433.40","443.40","2513","Atasu-Dzhungar, Alatau, Kazakhstan","","Silurian","","Llandovery","6","1","0","","3","600","","","","","","","0","0","","","1","7","41","","90","0","10","0","0","","","","","","","","","","","0","0","1672","1662","600 m thick reefal massif.
Arkosic sediments interbedded with bioherms with corals, bryozoans and crinoids.
Partly made of slumped tectonic blocks?","Kazakhstan","45.3333","79.8333","","5.96957119897","24.5940935579","7.70732","53.0817"
"430.50","433.40","2514","Khandyga, Sette-Daban","","Silurian","Wenlock","lower Wenlock","7","3","0","1","3","200","","","4","","","","0","0","","1","4","3","9","","20","0","80","0","0","","","","","","","","","","","0","0","1671","1662","Late Llandovery-early Wenlock reef massif. 
300 m thick, 1 km long.
Oolites and dolostones indicate shallow water.
'Algae', stromatoporoids and tabulates.","Russia","63.0833","137.75","","30.4711875332","-79.5754314227","27.4691","-21.2827"
"419.20","427.40","2515","Chorku, Fergana, Tyan Shan, Kirgisia","Matcha-Kiziltash","Silurian","Ludlow","Ludlovian-Pridolian","7","2","0","3","3","400","","","4","","10","","0","2","2a","1","3","4","","","40","0","60","0","0","1","","4","","","2","2","3","1","1","0","0","1673","0","Matcha and Kiziltash Formations.
100-500 m thick microbial atoll-like mudmounds.
Barrier complex fringin ferganian carbonate platform.
60 % clotted micrite.
Sparitic flank facies.
Rare stromatoporoids, corals and bryozoans.
Rare Stromatactis","Kyrgyzstan","39.95","70.6333","","11.631685706","40.4010182145","8.73367","42.2299"
"427.40","433.40","2516","Shin-Magyan, Tadzhikia","","Silurian","Wenlock","Wenlockian","7","2","0","1","1","","","","4","","30","","0","1","1a","","4","1","9","","40","0","60","0","0","","","","","","","","","","","0","0","1675","1662","Stromatoporoid-coral-'algal' reefs.","Tajikistan","37.8333","68.25","","4.91553323792","36.7404591003","3.33483","28.9155"
"427.40","433.40","2517","Kenterlau River, Balkash, Kazachstan","","Silurian","Wenlock","Wenlockian","7","2","0","","2","60","","","","","","","0","1","1d","","","","","","","","","0","0","","","","","","","","","","","0","0","1662","1668","Reef unit with massive reefal carbonates 5-60 m thick.
Associated with siliciclastics and tuffs.","Kazakhstan","47.5833","75.6667","","11.4964992312","27.6317100896","11.6755","41.8085"
"427.40","433.40","2518","Isfary River, Tadzhikia","","Silurian","Wenlock","Wenlockian","7","2","0","1","1","9","","","2","","1000","","0","2","2b","1","1","4","9","","60","0","40","0","0","3","","1","","","","2","","","","0","0","1675","1662","< 10 m thick
Rich and diverse coral-stromatoporoid reefs with other taxa. Rimmed barrier reef complex.
Local oncolitic and loferitic facies.","Tajikistan","40","70.6167","79016","7.07751432475","34.8835853852","5.13315","47.1525"
"427.40","430.50","2519","Nuratau","","Silurian","Wenlock","upper Wenlockian","7","3","0","1","3","150","","","4","","1000","2518","0","2","2b","1","4","1","9","","40","0","60","0","0","","","","","","","","","","","0","0","1675","1662","Reefs with stromatoporoids, tabulates and rugosans.
Associated coral biostromes.
About 150 m thick.","Uzbekistan","40.5","66.6667","79015","5.45335533855","34.7360595424","3.82889","43.7144"
"423.00","433.40","2520","Alai Ranges, Kirgisia","","Silurian","","Wenlockian-Ludlovian","7","2","0","1","","","","","","","800","2518","0","2","2b","1","1","4","9","","60","0","40","0","0","","","1","","","","","","","","0","0","1675","1662","Wenlock to Upper Devonian reef trend.
Isolated buildups with corals and stromatoporoids.","Kyrgyzstan","39.5","72","","9.73681655775","37.1003977533","7.48249","45.7985"
"410.80","423.00","2521","Gornoi Altai Mts., Siberia","","Silurian","Pridoli","Pridolian-Lochkovian","8","2","0","","","","","","4","3000","500","","0","1","1a","","1","4","9","","60","0","40","0","0","","","","","","","","","","","0","0","1676","1622","Reefs prevailing on a carbonate platform.
Most reefs are Early Devonian.
Tabulate corals, stromatoporoids and 'algae'.
Shipunin reef 3 km long and 1.7 km wide.","Russia","50","86","","37.4069227405","15.1941851236","35.731","13.4142"
"427.40","433.40","2522","S Verkhoyan region","Khandyg","Silurian","Wenlock","Wenlock","7","2","0","2","1","","","","","","","","0","0","","","4","1","9","","40","0","60","0","0","","","","","","","","","","","0","0","1665","1662","Tabulate coral and stromatoporoid patch reefs.
Mid-Late Wenlock to early Ludlow.
Stromatoporoids usually prevailing","Russia","62.2","138","79400","30.4301056961","-78.9566877977","27.2531","-19.7657"
"423.00","433.40","2523","Selennyakh, Siberia","","Silurian","","Wenlock-Ludlow","7","2","0","1","2","","","","","","100","","0","0","","","3","3","","","","","","0","0","","","3","","","","","","","","0","0","1662","0","Massive 'algal' reefs in 500 m thick strata.","Russia","67.3333","143","","16.2574450766","-86.8362812588","21.6372","-26.099"
"407.60","419.20","2524","Chorku, Fergana, Tyan Shan, Kirgisia","","Devonian","Lower Devonian","Lochkovian-Pragian","8","2","0","3","3","","","","4","","10","","0","2","2a","1","3","3","","","","","","0","0","1","","3","","","2","2","3","1","1","0","0","1673","0","See reef 2515.","Kyrgyzstan","39.95","70.6333","","23.9012516859","15.4934261866","6.9435","46.8184"
"423.00","433.40","2525","Chegitun River, Chukotsk","","Silurian","","Wenlock-Ludlow","7","1","0","2","2","100","","","","","60","","0","0","","","1","4","9","","60","0","40","0","0","","","","","","","","","","","0","0","1677","1662","Reefs and biostromes with tabulates, rugosans, stromatoporoids and 'algae'.
Up to 100 m thick.","Russia","66.1667","-172","","3.34404016752","-87.5826445412","15.9259","-28.6018"
"407.60","410.80","2526","Brest","Point l'Armorique","Devonian","Lower Devonian","Pragian","8","2","0","2","1","","","","1","","","","0","0","","","","","","","","","","0","0","","","","","","","","","","","0","0","1678","0","Small coral patch reefs.","France","48.5","-4.3333","81603","-17.4407019314","-4.75190126652","-46.0045","36.4371"
"393.30","410.80","2527","Angers","Erbrary/Valet","Devonian","Lower Devonian","Pragian-Emsian","9","2","0","2","1","","","","1","","","","0","0","","","1","1","","","100","0","0","0","0","","","","","","","","","","","0","0","1679","0","Erbay and Valet limestones.
Small coral patch reefs.","France","47.5","-0.5","","-16.7198920764","-8.19375849801","-41.3556","37.889"
"410.80","423.00","2528","Dolgii Island","","Silurian","Pridoli","Pridolian-Lochkovian","8","2","0","4","2","","","","4","","50","","0","0","","","1","4","9","","60","0","40","0","0","","","","","","","","2","1","2","0","0","1674","1662","Continuation of Silurian reef facies.","Russia","69.25","59.1333","","37.7652662368","-105.339502396","6.14736","0.759361"
"393.30","410.80","2529","S-Novaya Zemlya","Valnev-Sinelnikov","Devonian","Lower Devonian","Pragian-Emsian","9","2","0","","","","","","","","150","","0","0","","","4","1","9","","40","0","60","0","0","","","","","","","","","","","0","0","1681","1662","Upper Valnev and lower Sinelnikov Fm.
Islolated reef massifs, several km long ranging from Pragian to Givetian.
Total thickness of succession 1300 m.","Russia","71","54.5","","29.093837088","-95.4838847327","1.86918","3.99882"
"387.70","393.30","2530","S-Novaya Zemlya","Valnev-Sinelnikov","Devonian","Middle Devonian","Eifelian","9","2","0","","","","","","","","150","2529","0","0","","","4","1","9","","40","0","60","0","0","","","","","","","","","","","0","0","1681","1662","See reef 2529.","Russia","70.8333","56.1667","","26.9907994169","-90.1326173786","5.56843","4.23399"
"387.70","407.60","2531","Kara River, Pay Choy","","Devonian","Lower Devonian","Emsian-Eifelian","9","2","0","","2","80","","","","","","","0","0","","","","","","","","","","0","0","","","","","","","","","","","1","0","1674","1662","Small dolomitic reefs.
Usally 3-5 m thick, occasionally up to 80 m.","Russia","68.9167","64.5","81606","30.0607974033","-92.6443523334","6.33883","6.31391"
"410.80","419.20","2532","Verkhov, Vishera River, Urals","","Devonian","Lower Devonian","lower Lochkovian","8","3","0","4","1","","","","","","","","0","0","","","1","1","","","100","0","0","0","0","","","","","","","","","","","0","0","1662","0","Coral bearing limestones.","Russia","60.5","58","","38.4661964788","-93.7451740373","2.88904","9.83589"
"410.80","419.20","2533","N Novaya Zemlya","","Devonian","Lower Devonian","Lochkovian","8","2","0","","","","","","","","","","0","0","","","","","","","","","","0","0","","","","","","","","","","","0","0","1682","1662","","Russia","76","63.5","","36.6026773665","-112.480309267","8.18869","-4.92927"
"410.80","419.20","2534","Vizhai River, Toshemka, Urals","Sauma","Devonian","Lower Devonian","upper Lochkovian","8","3","0","","3","","4","","","","","","0","0","","","","","","","","","","0","0","","","","","","","","","","","0","0","2217","1662","250 m to 450 m thick sequence massive reefal limestones.
Karpinskia vagranensis zone (=delta and pesavi zones)","Russia","61","60","81749","39.3275169827","-94.6194850657","3.96078","9.59836"
"410.80","419.20","2535","Vizhai River, Urals","","Devonian","Lower Devonian","upper Lochkovian","8","3","0","","2","","","","","","","","0","0","","","","","","","","","","0","0","","","","","","","","","","","0","0","1662","0","","Russia","61.25","60","81792","39.2735637317","-94.9349387087","4.02012","9.35491"
"387.70","407.60","2536","Chorku, Fergana, Tyan Shan, Kirgisia","","Devonian","Lower Devonian","Emsian-Eifelian","9","2","0","3","3","","","","4","","10","","0","2","2a","1","3","3","","","","","","0","0","1","","3","","","2","2","3","1","1","0","0","1673","0","See reef 2515.","Kyrgyzstan","39.95","70.6333","","25.8828729154","17.0141110046","5.48483","50.9673"
"393.30","410.80","2537","Vizhai River, Urals","Toshem","Devonian","Lower Devonian","Pragian-Emsian","9","2","0","","3","230","3","","3","","","","0","0","","","","","","","","","","0","0","2","13","","","","","","","","","0","0","1684","1662","Upper Pragian-basal Emsian, Neospirigerina ossa-Losvia operosa superzone, Leviconchidiella vetusta-Totia similis zone","Russia","61.25","60.1333","81790","33.1435382465","-86.2441668198","3.17641","13.9255"
"358.90","372.20","2538","Drewer, Nordrhein-Westfalen","","Devonian","Upper Devonian","upper Famennian","11","3","0","3","1","9","","","1","","","","0","1","1e","2","3","3","64","","","","","0","0","1","","4","","","1","1","3","2","1","0","0","1685","0","< 10 m mud mound resting on black shales of annulate horizon.
Below storm wave base.","Germany","51.5","8.3667","","0.5022817964","-60.6782806484","-16.3356","5.82407"
"410.80","419.20","2539","Dzungar, Kazachstan","","Devonian","Lower Devonian","Lochkovian","8","2","0","","3","120","","","4","","","","0","0","","","","","","","","","","0","0","","","","","","","","","","2","0","0","1668","1662","Several km long reef tract 10-120 m thick, associated with reef breccias.","Kazakhstan","45.4167","82.3833","","33.2835746927","18.0677441657","17.2993","44.9536"
"407.60","410.80","2540","Salair Range, Siberia","Malobachat","Devonian","Lower Devonian","Pragian","8","2","0","","2","100","","","","","","","0","1","","","3","1","9","","60","0","40","0","0","","","","","","","","","","","0","0","1676","1662","'Algal'-coral-stromatoporoid reefs.
Up to 100 m thick.","Russia","54.25","85.5","84388","41.7484183475","4.10357742519","31.1637","14.1413"
"382.70","387.70","2541","Gor Uein Terguet, Tindouf Basin, Western Sahara","","Devonian","Middle Devonian","middle-upper Givetian","10","3","0","1","3","115","","","4","2000","300","","0","2","2a","","4","1","9","","40","0","60","0","0","2","","","","","2","2","2","","2","0","0","1687","0","Two reef cycles: Lower Stromatactis mud mound with stromatoporoids on top 
seperated by Calceola marls from second/third reef cycle with:
Top
coral-stromatopora biostrome	
Stromatoporoid bindstone
Tabulate (platy and stick) and rugose coral framestone
Stromatoporoid bindstone
Base

From Copper:
A spectacular Middle and late Givetian coral- stromatoporoid patch reef belt, paralleling the Precambrian basement some 50-100km to the south, is known to extend for c. 300km in the Tindouf basin of northern Saharawi Arab Democratic Republic (='Spanish Sahara': Hazzard,1961; Dumestre & Illing,1967), These tabular to mounded reefs were up to c. 2km across, and tens of meters thick, capped by a rich shallow water coral and stromatoporoid fauna, in the region from Uein Terguet to Gor Loutad. 
Stromatactis mudmounds with auloporids and thamnoporids, like those of the Kess-Kess of the Tafilalt, are also known at Uein Terguet, where they appear to initiate reef growth in the 'first cycle' (Dumestre & Illing, 1967).","Morocco","26.5167","-11.3833","79555","-40.3204967253","-17.416223553","-45.955","5.82402"
"382.70","387.70","2542","Caucasus","Saradak","Devonian","Middle Devonian","Givetian","10","2","0","1","2","78","","","","","","","0","1","","","4","1","9","","40","0","60","0","0","","","","","","","","","","","0","0","1689","1662","Patch reefs dominated by stromatoporoids, tabulates and 'algae'.
78 m thick succession.","Georgia","43","43","","19.7820025911","-55.4400537787","-3.99586","31.1842"
"387.70","393.30","2543","Buzuluk","","Devonian","Middle Devonian","Eifelian","9","2","1","","2","95","","","4","","","","0","0","","","4","1","9","","40","0","60","0","0","","","","","","","","","","","0","0","1690","1662","60-95 m thick stromatoporoid-coral reefs.","Russia","52.75","52.25","","27.6895615506","-70.3800696177","0.199551","21.62"
"387.70","393.30","2544","Pugachev, Volga","","Devonian","Middle Devonian","upper Eifelian","9","2","0","1","1","10","","","1","","","","0","0","","","4","1","9","","40","0","60","0","0","","","","","","","","","","","0","0","1690","1662","7-10 m thick stromatoporoid-tabulate coral reefs.","Russia","52","48.6667","","25.571961887","-69.3411290519","-2.10671","21.7866"
"372.20","387.70","2545","Dzungar, Kazachstan","","Devonian","Middle Devonian","Givetian-Frasnian","10","2","0","2","2","20","","","","","","","0","1","","","7","1","41","","100","0","0","0","0","","","","","","","","","","","0","0","1668","1662","Bryozoan-coral reefs in 2 km thick pile of siliciclastics and limestones.
Frasnian reefs are lenticular 20 m thick with corals and brachiopods. Associated with tuffs andesits and basalts.","Kazakhstan","45.3333","82","","31.4596058785","19.2149423585","11.9319","49.8617"
"387.70","393.30","2546","Zeravshan Range","Rushai","Devonian","Middle Devonian","Eifelian","9","2","0","1","2","15","","","2","","","","0","0","","","1","4","9","","60","0","40","0","0","","","1","","","","","","","","0","0","1691","1662","10-15 m thick coral-stromatoporoid patch reefs.","Uzbekistan","39.6667","68.5","","23.122943649","14.7710293584","3.04938","49.8154"
"382.70","387.70","2547","Nuratau","","Devonian","Middle Devonian","Middle Devonian","10","1","0","1","","","","","","","","","0","1","1a","","1","4","9","","60","0","40","0","0","","","","","","","","","","","0","0","1675","1662","Reefs in 100-750 m thick platform succession.
Corals and stromatoporoids.","Uzbekistan","40.5","66.6667","","21.9783447398","12.5289197227","1.68322","46.301"
"387.70","393.30","2548","Malosalair, Gurev, Siberia","","Devonian","Middle Devonian","upper Eifelian","9","3","0","1","3","400","","","4","1500","400","","0","2","2a","","1","4","9","","60","0","40","0","0","","","","","","","","","","","0","0","1676","1662","400 m thick, 1.5 km across coral-stromatoporoid reef.","Russia","54.2833","85.9167","","43.0924987486","-3.25018517228","31.1135","18.3478"
"387.70","393.30","2549","Amur River","","Devonian","Middle Devonian","Eifelian","9","2","0","","3","500","","","4","","300","","0","0","","","3","1","19","","100","0","0","0","0","","","","","","","","","","","0","0","1692","1662","Position doubtful.
250-800 m thick reef massif, 300 km long, composed of 'algae', corals, and bryozoans.","Russia","53","125","","73.0126059886","-63.3098084196","42.01","59.7009"
"382.70","387.70","2550","Silica, Ohio","","Devonian","Middle Devonian","lower Givetian","10","3","0","2","1","","1","","1","","","","0","1","","","1","1","2","","100","0","0","0","0","","","","","","","","","","","0","0","1693","0","Small tabulate coral patch reefs","United States","41.6833","-83.75","81857","-23.9159895219","-105.114385121","-36.5105","-31.0349"
"382.70","387.70","2551","Majiaoba, Sichuan","","Devonian","Middle Devonian","Givetian","10","2","0","2","1","","","","1","","","","0","0","","","4","1","9","","40","0","60","0","0","","","","","","","","","","","0","0","662","1662","","China","32.1","105.15","","-21.0627765647","103.465675171","-6.41653","121.775"
"382.70","387.70","2552","Bang Wang, W Vientiane","","Devonian","Middle Devonian","Givetian","10","2","0","2","1","","","","1","","350","","0","1","1a","","1","4","9","","60","0","40","0","0","2","","","","","","","","","","0","0","2731","1662","Donghoi to Vientiane platform with small coral-stromatoporoid patch reefs.
Posotion updated","Laos","18.05","101.8333","82105","-35.7425762941","101.445592701","8.75608","122.711"
"387.70","393.30","2553","Hingganling ranges, Inner Mongolia","Hoboshan","Devonian","Middle Devonian","upper Eifelian","9","3","0","","","","","","","","","","0","0","","","3","3","","","","","","0","0","","","","","","","","","","","0","0","1694","1662","Late Eifelian-early Givetian.","China","48.8333","121.5","","77.4045306851","-56.529569137","38.3853","55.7537"
"382.70","387.70","2554","Hingganling ranges, Inner Mongolia","Hoboshan","Devonian","Middle Devonian","lower Givetian","10","3","0","","","","","","","","","","0","0","","","3","3","","","","","","0","0","","","","","","","","","","","0","0","1694","1662","Hoboshan Fm.
Late Eifelian-early Givetian.","China","48.8333","121.5","","78.7055289857","-42.7293883531","38.1867","57.056"
"358.90","372.20","2555","Tom River, Kemerovo","Peshcherka","Devonian","Upper Devonian","lower Famennian","10","3","0","1","2","","","","2","","60","","0","0","","","3","4","9","","100","0","0","0","0","2","7","3","","","","","","","","0","0","1695","1662","Calcimicrobial reefs associated locally with stromatoporoids and bryozoans
Reefs terminated by regression.","Russia","55.5833","85.9167","84376","38.0990521107","0.767158987691","31.5113","20.432"
"346.70","372.20","2556","Atasu-Sagentan, Kazachstan","","Devonian","Upper Devonian","Famennian-Tournaisian","11","2","0","2","1","","","","","","150","","0","1","1d","1","3","3","","","","","","0","0","","","","","","","","","","1","0","0","1696","0","Algal' reefs associated with terrigenous-volcanogenic sediments.","Kazakhstan","48.5","71.5","","28.524879531","16.2424443109","13.0354","44.6932"
"358.90","372.20","2557","Baisa, Yangshuo, Guangxi","","Devonian","Upper Devonian","Famennian","11","2","0","3","2","","2","","2","","","","0","3","3a","2","3","3","64","","","","","0","0","1","","4","","","","","3","1","1","0","0","957","1662","Microbial mudmound","China","24.9167","110.25","","-11.7654533849","107.867453263","-0.0170536","101.228"
"458.40","467.30","2558","Ustkut, Siberia","","Ordovician","Middle Ordovician","Llanvirnian","5","1","0","3","1","2","","","1","","","","0","0","","","3","3","64","","","","","0","0","","","3","","","","","3","","1","0","0","1697","1662","Algal' bioherms,1-2m high, and locally associated with phosphoritic gravels","Russia","56.75","105.6667","","11.5439772883","-32.4312588307","11.5205","14.8438"
"458.40","467.30","2559","Ustkut, Siberia","","Ordovician","","Darriwilian-Caradocian","5","1","0","3","1","","","","","","","","0","0","","","3","3","64","","","","","0","0","","","3","","","","","3","","","0","0","1697","1662","See reef 2558","Russia","56.75","105.6667","","11.5439772883","-32.4312588307","11.5205","14.8438"
"445.20","451.00","2560","Mojero River, Siberia","Bugarikmin","Ordovician","Upper Ordovician","early Ashgillian","5","1","0","2","1","3","","","1","","","","0","0","","1","4","3","45","","","","","0","0","","","3","","","","","","","","0","0","1698","0","On the Moiero River (north central Siberia), flowing past the Anabar Uplift, there are numerous, unusual calcimicrobial Angarella -soanitid sponge reefs 6-7m in diameter and 2-3m high in the Bugarikmin Fm. (?Caradoc-Ashgill) which are illustrated by Myagkova et al. (1977): such reefs appear to be endemic to this area.","Russia","68","104.5","","13.066583688","-48.8007815221","8.57898","10.3718"
"445.20","450.00","2561","Mojero River, Siberia","","Ordovician","Upper Ordovician","upper Ashgillian","5","2","0","2","1","2","","","1","","","","0","0","","","4","3","9","","0","70","30","0","0","","","1","","","","","","","","0","0","1698","1662","Younger Ordovician reefal carbonates along the Moiero River include late Ashgill (?Hirnantian), 1-2m high, stromatoporoid-calcimicrobial patch reefs, associated with phosphorite gravels.
The capping Silurian bituminous micrites are graptolitic  (Climacograptus, Pristiograptus), marking a flooding surface.","Russia","67.3333","104","","14.3164245457","-48.5190079879","9.38501","10.7795"
"251.90","254.10","2562","Dongling, Qingshuiyan, Xiushui, Jiangxi","Changxing","Permian","Lopingian","Changhsingian","16","3","0","1","2","86.1","","","4","","","","0","2","2a","1","6","2","5","2","0","90","10","0","0","2","22","1","","","2","2","2","2","2","0","0","1700","1740","sphinctozoans most significant (60 % of framework).
Amblysiphonella, Intrasporecoelia, Tebagathalamia, Rhabdactinia and smaller Sollasia, Guadalupia, Cystothalamia, Colospongia, Sinocoelia.
Inozoans 10 % of framework. Peronidella, Intratubospongia, Radicanalospongia, Stellispongia, Corynella, Grossotubenella, Cavusonella.
Two types of chaetetids.
Palaeoaplysina (!) abundant.
Archaeolithoporella
Tubiphytes.
Baffle- and Framestones.

Comments from Tian & Wang, 2021:
Reef builders: Frame-building and baffling organisms: hypercalcified sphinctozoan and inozoan sponges, sclerosponges, bryozoans, hydrozoans, and Waagenophyllum
Binding organisms: Archaeolithoporella, Tubiphytes, and cyanobacteria.

Reef dwellers:Echinoderms, gastropods, bivalves, brachiopods, gastropods, benthic foraminifera, calcareous algae, and single rugose corals.

Rock type and reef-related depositional characteristic:Reef core: sponge framestone and bafflestone, Archaeolithoporella and cyanobacteria bindstone, and sponge framestone with the encrusting Archaeolithoporella
Reef flat (reef crest): packstone with reef breccia
Reef base: crinoidal packstone to grainstone
Back-reef: bioclastic packstone with calcareous algae, gastropods, and foraminifers.

Reef type: Metazoan reef at the shallow carbonate platform margin.

Coorinates stated in text.","China","28.8333","115.1667","","9.55978296473","131.715019314","11.8687","102.41"
