"interval_name","photic","genus_counts","bin","rank","max_ma","mid_ma","min_ma","duration_myr","abbr","colour","font"
"Serravallian","Euphotic",71,91,"international ages",13.82,12.725,11.63,2.19,"Serr","#FFFF59","black"
"Serravallian","Unknown",60,91,"international ages",13.82,12.725,11.63,2.19,"Serr","#FFFF59","black"
"Sheinwoodian","Blue mesophotic",18,21,"international ages",433.4,431.95,430.5,2.89999999999998,"Sh","#BFE6C3","black"
"Sheinwoodian","Brown mesophotic",8,21,"international ages",433.4,431.95,430.5,2.89999999999998,"Sh","#BFE6C3","black"
"Sheinwoodian","Euphotic",90,21,"international ages",433.4,431.95,430.5,2.89999999999998,"Sh","#BFE6C3","black"
"Sheinwoodian","Unknown",90,21,"international ages",433.4,431.95,430.5,2.89999999999998,"Sh","#BFE6C3","black"
"Sinemurian","Blue mesophotic",3,57,"international ages",199.5,196.2,192.9,6.59999999999999,"Si","#67BCD8","black"
"Sinemurian","Brown mesophotic",7,57,"international ages",199.5,196.2,192.9,6.59999999999999,"Si","#67BCD8","black"
"Sinemurian","Euphotic",27,57,"international ages",199.5,196.2,192.9,6.59999999999999,"Si","#67BCD8","black"
"Sinemurian","Unknown",5,57,"international ages",199.5,196.2,192.9,6.59999999999999,"Si","#67BCD8","black"
"Telychian","Blue mesophotic",10,20,"international ages",438.5,435.95,433.4,5.10000000000002,"Te","#BFE6CF","black"
"Telychian","Brown mesophotic",20,20,"international ages",438.5,435.95,433.4,5.10000000000002,"Te","#BFE6CF","black"
"Telychian","Euphotic",87,20,"international ages",438.5,435.95,433.4,5.10000000000002,"Te","#BFE6CF","black"
"Telychian","Unknown",98,20,"international ages",438.5,435.95,433.4,5.10000000000002,"Te","#BFE6CF","black"
"Thanetian","Blue mesophotic",12,81,"international ages",59.2,57.6,56,3.2,"Th","#FDBF6F","black"
"Thanetian","Brown mesophotic",10,81,"international ages",59.2,57.6,56,3.2,"Th","#FDBF6F","black"
"Thanetian","Euphotic",37,81,"international ages",59.2,57.6,56,3.2,"Th","#FDBF6F","black"
"Thanetian","Unknown",31,81,"international ages",59.2,57.6,56,3.2,"Th","#FDBF6F","black"
"Tithonian","Blue mesophotic",17,66,"international ages",149.2,147.1,145,4.19999999999999,"Ti","#D9F1F7","black"
"Tithonian","Brown mesophotic",21,66,"international ages",149.2,147.1,145,4.19999999999999,"Ti","#D9F1F7","black"
"Tithonian","Euphotic",99,66,"international ages",149.2,147.1,145,4.19999999999999,"Ti","#D9F1F7","black"
"Tithonian","Unknown",8,66,"international ages",149.2,147.1,145,4.19999999999999,"Ti","#D9F1F7","black"
"Toarcian","Blue mesophotic",1,59,"international ages",184.2,179.45,174.7,9.5,"Toa","#99CEE3","black"
"Toarcian","Brown mesophotic",5,59,"international ages",184.2,179.45,174.7,9.5,"Toa","#99CEE3","black"
"Toarcian","Euphotic",25,59,"international ages",184.2,179.45,174.7,9.5,"Toa","#99CEE3","black"
"Toarcian","Unknown",7,59,"international ages",184.2,179.45,174.7,9.5,"Toa","#99CEE3","black"
"Tortonian","Blue mesophotic",5,92,"international ages",11.63,9.438,7.246,4.384,"Tor","#FFFF66","black"
"Tortonian","Brown mesophotic",54,92,"international ages",11.63,9.438,7.246,4.384,"Tor","#FFFF66","black"
"Tortonian","Euphotic",61,92,"international ages",11.63,9.438,7.246,4.384,"Tor","#FFFF66","black"
"Tortonian","Unknown",93,92,"international ages",11.63,9.438,7.246,4.384,"Tor","#FFFF66","black"
"Tournaisian","Blue mesophotic",18,33,"international ages",358.9,352.8,346.7,12.2,"Tou","#8CB06C","black"
"Tournaisian","Brown mesophotic",8,33,"international ages",358.9,352.8,346.7,12.2,"Tou","#8CB06C","black"
"Tournaisian","Euphotic",40,33,"international ages",358.9,352.8,346.7,12.2,"Tou","#8CB06C","black"
"Tournaisian","Unknown",54,33,"international ages",358.9,352.8,346.7,12.2,"Tou","#8CB06C","black"
"Tremadocian","Euphotic",1,11,"international ages",485.4,481.55,477.7,7.69999999999999,"Tr","#33A97E","black"
"Turonian","Blue mesophotic",3,74,"international ages",93.9,91.85,89.8,4.10000000000001,"Tu","#BFE35D","black"
"Turonian","Brown mesophotic",13,74,"international ages",93.9,91.85,89.8,4.10000000000001,"Tu","#BFE35D","black"
"Turonian","Euphotic",38,74,"international ages",93.9,91.85,89.8,4.10000000000001,"Tu","#BFE35D","black"
"Turonian","Unknown",31,74,"international ages",93.9,91.85,89.8,4.10000000000001,"Tu","#BFE35D","black"
"Valanginian","Blue mesophotic",3,68,"international ages",139.8,136.2,132.6,7.20000000000002,"Va","#99D36A","black"
"Valanginian","Brown mesophotic",40,68,"international ages",139.8,136.2,132.6,7.20000000000002,"Va","#99D36A","black"
"Valanginian","Euphotic",83,68,"international ages",139.8,136.2,132.6,7.20000000000002,"Va","#99D36A","black"
"Valanginian","Unknown",68,68,"international ages",139.8,136.2,132.6,7.20000000000002,"Va","#99D36A","black"
"Visean","Blue mesophotic",23,34,"international ages",346.7,338.8,330.9,15.8,"Vi","#A6B96C","black"
"Visean","Brown mesophotic",38,34,"international ages",346.7,338.8,330.9,15.8,"Vi","#A6B96C","black"
"Visean","Euphotic",79,34,"international ages",346.7,338.8,330.9,15.8,"Vi","#A6B96C","black"
"Visean","Unknown",68,34,"international ages",346.7,338.8,330.9,15.8,"Vi","#A6B96C","black"
"Wordian","Euphotic",7,45,"international ages",266.9,265.59,264.28,2.62,"Wo","#FB8D76","black"
"Wordian","Unknown",31,45,"international ages",266.9,265.59,264.28,2.62,"Wo","#FB8D76","black"
"Wuchiapingian","Blue mesophotic",1,47,"international ages",259.51,256.825,254.14,5.37,"Wuc","#FCB4A2","black"
"Wuchiapingian","Brown mesophotic",3,47,"international ages",259.51,256.825,254.14,5.37,"Wuc","#FCB4A2","black"
"Wuchiapingian","Euphotic",9,47,"international ages",259.51,256.825,254.14,5.37,"Wuc","#FCB4A2","black"
"Wuchiapingian","Unknown",22,47,"international ages",259.51,256.825,254.14,5.37,"Wuc","#FCB4A2","black"
"Ypresian","Blue mesophotic",2,82,"international ages",56,51.9,47.8,8.2,"Y","#FCA773","black"
"Ypresian","Brown mesophotic",26,82,"international ages",56,51.9,47.8,8.2,"Y","#FCA773","black"
"Ypresian","Euphotic",52,82,"international ages",56,51.9,47.8,8.2,"Y","#FCA773","black"
"Ypresian","Unknown",38,82,"international ages",56,51.9,47.8,8.2,"Y","#FCA773","black"
"Zanclean","Blue mesophotic",4,94,"international ages",5.333,4.4665,3.6,1.733,"Z","#FFFFB3","black"
"Zanclean","Brown mesophotic",47,94,"international ages",5.333,4.4665,3.6,1.733,"Z","#FFFFB3","black"
"Zanclean","Euphotic",90,94,"international ages",5.333,4.4665,3.6,1.733,"Z","#FFFFB3","black"
"Zanclean","Unknown",60,94,"international ages",5.333,4.4665,3.6,1.733,"Z","#FFFFB3","black"
