"interval_name","photic","n","bin","rank","max_ma","mid_ma","min_ma","duration_myr","abbr","colour","font"
"Sinemurian","Euphotic",65,57,"international ages",199.5,196.2,192.9,6.59999999999999,"Si","#67BCD8","black"
"Sinemurian","Unknown",14,57,"international ages",199.5,196.2,192.9,6.59999999999999,"Si","#67BCD8","black"
"Telychian","Blue mesophotic",52,20,"international ages",438.5,435.95,433.4,5.10000000000002,"Te","#BFE6CF","black"
"Telychian","Brown mesophotic",32,20,"international ages",438.5,435.95,433.4,5.10000000000002,"Te","#BFE6CF","black"
"Telychian","Euphotic",414,20,"international ages",438.5,435.95,433.4,5.10000000000002,"Te","#BFE6CF","black"
"Telychian","Unknown",467,20,"international ages",438.5,435.95,433.4,5.10000000000002,"Te","#BFE6CF","black"
"Thanetian","Blue mesophotic",25,81,"international ages",59.2,57.6,56,3.2,"Th","#FDBF6F","black"
"Thanetian","Brown mesophotic",39,81,"international ages",59.2,57.6,56,3.2,"Th","#FDBF6F","black"
"Thanetian","Euphotic",117,81,"international ages",59.2,57.6,56,3.2,"Th","#FDBF6F","black"
"Thanetian","Unknown",49,81,"international ages",59.2,57.6,56,3.2,"Th","#FDBF6F","black"
"Tithonian","Blue mesophotic",21,66,"international ages",149.2,147.1,145,4.19999999999999,"Ti","#D9F1F7","black"
"Tithonian","Brown mesophotic",35,66,"international ages",149.2,147.1,145,4.19999999999999,"Ti","#D9F1F7","black"
"Tithonian","Euphotic",551,66,"international ages",149.2,147.1,145,4.19999999999999,"Ti","#D9F1F7","black"
"Tithonian","Unknown",9,66,"international ages",149.2,147.1,145,4.19999999999999,"Ti","#D9F1F7","black"
"Toarcian","Blue mesophotic",14,59,"international ages",184.2,179.45,174.7,9.5,"Toa","#99CEE3","black"
"Toarcian","Brown mesophotic",6,59,"international ages",184.2,179.45,174.7,9.5,"Toa","#99CEE3","black"
"Toarcian","Euphotic",43,59,"international ages",184.2,179.45,174.7,9.5,"Toa","#99CEE3","black"
"Toarcian","Unknown",15,59,"international ages",184.2,179.45,174.7,9.5,"Toa","#99CEE3","black"
"Tortonian","Blue mesophotic",5,92,"international ages",11.63,9.438,7.246,4.384,"Tor","#FFFF66","black"
"Tortonian","Brown mesophotic",180,92,"international ages",11.63,9.438,7.246,4.384,"Tor","#FFFF66","black"
"Tortonian","Euphotic",388,92,"international ages",11.63,9.438,7.246,4.384,"Tor","#FFFF66","black"
"Tortonian","Unknown",318,92,"international ages",11.63,9.438,7.246,4.384,"Tor","#FFFF66","black"
"Tournaisian","Blue mesophotic",106,33,"international ages",358.9,352.8,346.7,12.2,"Tou","#8CB06C","black"
"Tournaisian","Brown mesophotic",11,33,"international ages",358.9,352.8,346.7,12.2,"Tou","#8CB06C","black"
"Tournaisian","Euphotic",99,33,"international ages",358.9,352.8,346.7,12.2,"Tou","#8CB06C","black"
"Tournaisian","Unknown",261,33,"international ages",358.9,352.8,346.7,12.2,"Tou","#8CB06C","black"
"Tremadocian","Euphotic",1,11,"international ages",485.4,481.55,477.7,7.69999999999999,"Tr","#33A97E","black"
"Turonian","Blue mesophotic",7,74,"international ages",93.9,91.85,89.8,4.10000000000001,"Tu","#BFE35D","black"
"Turonian","Brown mesophotic",25,74,"international ages",93.9,91.85,89.8,4.10000000000001,"Tu","#BFE35D","black"
"Turonian","Euphotic",55,74,"international ages",93.9,91.85,89.8,4.10000000000001,"Tu","#BFE35D","black"
"Turonian","Unknown",50,74,"international ages",93.9,91.85,89.8,4.10000000000001,"Tu","#BFE35D","black"
"Valanginian","Blue mesophotic",3,68,"international ages",139.8,136.2,132.6,7.20000000000002,"Va","#99D36A","black"
"Valanginian","Brown mesophotic",50,68,"international ages",139.8,136.2,132.6,7.20000000000002,"Va","#99D36A","black"
"Valanginian","Euphotic",292,68,"international ages",139.8,136.2,132.6,7.20000000000002,"Va","#99D36A","black"
"Valanginian","Unknown",197,68,"international ages",139.8,136.2,132.6,7.20000000000002,"Va","#99D36A","black"
"Visean","Blue mesophotic",57,34,"international ages",346.7,338.8,330.9,15.8,"Vi","#A6B96C","black"
"Visean","Brown mesophotic",124,34,"international ages",346.7,338.8,330.9,15.8,"Vi","#A6B96C","black"
"Visean","Euphotic",763,34,"international ages",346.7,338.8,330.9,15.8,"Vi","#A6B96C","black"
"Visean","Unknown",191,34,"international ages",346.7,338.8,330.9,15.8,"Vi","#A6B96C","black"
"Wordian","Euphotic",11,45,"international ages",266.9,265.59,264.28,2.62,"Wo","#FB8D76","black"
"Wordian","Unknown",54,45,"international ages",266.9,265.59,264.28,2.62,"Wo","#FB8D76","black"
"Wuchiapingian","Blue mesophotic",1,47,"international ages",259.51,256.825,254.14,5.37,"Wuc","#FCB4A2","black"
"Wuchiapingian","Brown mesophotic",6,47,"international ages",259.51,256.825,254.14,5.37,"Wuc","#FCB4A2","black"
"Wuchiapingian","Euphotic",13,47,"international ages",259.51,256.825,254.14,5.37,"Wuc","#FCB4A2","black"
"Wuchiapingian","Unknown",80,47,"international ages",259.51,256.825,254.14,5.37,"Wuc","#FCB4A2","black"
"Ypresian","Blue mesophotic",2,82,"international ages",56,51.9,47.8,8.2,"Y","#FCA773","black"
"Ypresian","Brown mesophotic",67,82,"international ages",56,51.9,47.8,8.2,"Y","#FCA773","black"
"Ypresian","Euphotic",145,82,"international ages",56,51.9,47.8,8.2,"Y","#FCA773","black"
"Ypresian","Unknown",93,82,"international ages",56,51.9,47.8,8.2,"Y","#FCA773","black"
"Zanclean","Blue mesophotic",4,94,"international ages",5.333,4.4665,3.6,1.733,"Z","#FFFFB3","black"
"Zanclean","Brown mesophotic",145,94,"international ages",5.333,4.4665,3.6,1.733,"Z","#FFFFB3","black"
"Zanclean","Euphotic",756,94,"international ages",5.333,4.4665,3.6,1.733,"Z","#FFFFB3","black"
"Zanclean","Unknown",121,94,"international ages",5.333,4.4665,3.6,1.733,"Z","#FFFFB3","black"
